listing-location,location_encoded,bed,bath,listing-floorarea,listing-floorarea 2,price
"Graha raya, Serpong Utara, Tangerang Selatan, Banten",14,2.0,1.0,56.0,13611111.0,
"Jl. Flamingo Blvd, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,166.0,24082465.0,34678750.0
"BSD, Tangerang Selatan, Banten",1,4.0,4.0,426.0,27777778.0,60000000.0
"Jl. Benda Barat VI, Pd. Benda, Kec. Pamulang, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,120.0,9433962.0,15000000.0
"Ayana Residence, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,90.0,16666667.0,12000000.0
"Villa Pamulang, Pamulang, Tangerang Selatan, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,127.0,6802721.0,10000000.0
"Bintaro, Tangerang Selatan, Banten",2,6.0,3.0,190.0,19281046.0,29500000.0
"Bintaro, Tangerang Selatan, Banten",2,6.0,5.0,450.0,20967742.0,65000000.0
"Villa Pamulang, Pamulang, Tangerang Selatan, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,127.0,6802721.0,10000000.0
"Serpong Tangerang Selatan, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,266.0,9429280.0,38000000.0
"Griyaloka, Serpong, Tangerang Selatan, Banten",13,5.0,4.0,150.0,12931034.0,30000000.0
"Discovery, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,224.0,27848101.0,44000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,180.0,14400000.0,36000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,100.0,14285714.0,21000000.0
"serpong lagoon cluster pelican Blok C6 No.29, Setu, Tangerang Selatan, Banten",16,2.0,2.0,59.0,11904762.0,10000000.0
"Discovery fiore sektor 9 bintaro jaya / tk, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,117.0,26666667.0,28000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,91.0,21527778.0,15500000.0
"BSD, Tangerang Selatan, Banten",1,3.0,3.0,230.0,16111111.0,29000000.0
"Bintaro Sektor 9, Tanggerang Selatan, Bintaro, Tangerang Selatan, Banten",2,7.0,4.0,500.0,13035714.0,73000000.0
"Ciputat, Tangerang Selatan, Banten",6,4.0,2.0,180.0,13888889.0,25000000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,270.0,9313725.0,19000000.0
"Jl Legoso, Ciputat, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,4.0,160.0,17647059.0,21000000.0
"Ciputat, Tangerang Selatan, Banten",6,8.0,4.0,400.0,11506524.0,97000000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,2.0,3.0,450.0,13353116.0,45000000.0
"Jl Hijau Lestari, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,100.0,12000000.0,12000000.0
"Ciputat, Tangerang Selatan, Banten",6,4.0,3.0,300.0,9000000.0,54000000.0
"Virginia, BSD, Tangerang Selatan, Banten",1,4.0,3.0,300.0,17307692.0,90000000.0
"Bintaro Sektor 2, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,130.0,17040359.0,38000000.0
"Bintaro Selatan sektor 2, Tanggerang Selatan, Bintaro, Tangerang Selatan, Banten",2,6.0,4.0,433.0,13055556.0,47000000.0
"Bumi Serpong Damai, BSD, Tangerang Selatan, Banten",1,4.0,2.0,135.0,10714286.0,13500000.0
"Sutera pelangi, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,480.0,24000000.0,72000000.0
"The Avani BSD Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,5.0,4.0,223.0,24400000.0,61000000.0
"The Green, BSD, Tangerang Selatan, Banten",1,4.0,3.0,216.0,23529412.0,36000000.0
"Regency Melati Mas, BSD, Tangerang Selatan, Banten",1,3.0,2.0,150.0,19444444.0,17500000.0
"Greenwich, BSD, Tangerang Selatan, Banten",1,3.0,3.0,160.0,17307692.0,45000000.0
"Icon bsd, BSD, Tangerang Selatan, Banten",1,4.0,3.0,340.0,23348018.0,53000000.0
"Bali Resort, BSD, Tangerang Selatan, Banten",1,2.0,2.0,52.0,7870370.0,
"Melati Mas, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,140.0,13333333.0,24000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,227.0,23163842.0,41000000.0
"De Park Brasia, BSD, Tangerang Selatan, Banten",1,4.0,4.0,350.0,25781250.0,99000000.0
"Sutera Palma, Alam Sutera, Tangerang Selatan, Banten",0,4.0,5.0,750.0,39614243.0,133500000.0
"Goldfinch, Gading Serpong, Tangerang Selatan, Banten",8,4.0,4.0,271.0,21220159.0,80000000.0
"Latinos Buenos Aires, BSD, Tangerang Selatan, Banten",1,4.0,5.0,360.0,17508418.0,52000000.0
"Fluorite, Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,120.0,200000000.0,20000000.0
"Fluorite, Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,90.0,17777778.0,16000000.0
"Sepong Park Boulevard, BSD, Tangerang Selatan, Banten",1,3.0,2.0,85.0,7111111.0,16000000.0
"Nava park, BSD, Tangerang Selatan, Banten",1,4.0,3.0,349.0,43154762.0,145000000.0
"Serpong garden, BSD, Tangerang Selatan, Banten",1,2.0,1.0,45.0,10119048.0,
"Icon cosmo, BSD, Tangerang Selatan, Banten",1,3.0,2.0,110.0,18277311.0,21750000.0
"The Green, BSD, Tangerang Selatan, Banten",1,5.0,5.0,450.0,18181818.0,80000000.0
"Eminent ilustria, BSD, Tangerang Selatan, Banten",1,3.0,2.0,114.0,16250000.0,26000000.0
"Chalsedony, Gading Serpong, Tangerang Selatan, Banten",8,5.0,4.0,400.0,23469388.0,57500000.0
"Sutera Asri, Alam Sutera, Tangerang Selatan, Banten",0,5.0,5.0,1300.0,32679739.0,250000000.0
"Scarlet, BSD, Tangerang Selatan, Banten",1,4.0,3.0,400.0,20833333.0,75000000.0
"Azura, BSD, Tangerang Selatan, Banten",1,3.0,2.0,70.0,20454545.0,15750000.0
"Icon, BSD, Tangerang Selatan, Banten",1,4.0,3.0,250.0,24242424.0,48000000.0
"Latinos Costarica, BSD, Tangerang Selatan, Banten",1,4.0,4.0,456.0,26501767.0,75000000.0
"Sutera Palma, Alam Sutera, Tangerang Selatan, Banten",0,5.0,5.0,750.0,33512064.0,125000000.0
"Bukit Nusa Indah, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,100.0,7720588.0,10500000.0
"The Green Manhatan, BSD, Tangerang Selatan, Banten",1,5.0,5.0,350.0,16103896.0,62000000.0
"Sutera Onyx, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,300.0,23750000.0,57000000.0
"Taman Edelweis, BSD, Tangerang Selatan, Banten",1,3.0,3.0,175.0,13666667.0,41000000.0
"Foresta Fiore, BSD, Tangerang Selatan, Banten",1,4.0,4.0,290.0,23904382.0,60000000.0
"Primavera, BSD, Tangerang Selatan, Banten",1,4.0,4.0,230.0,22222222.0,48000000.0
"Sutera Onyx, Alam Sutera, Tangerang Selatan, Banten",0,3.0,3.0,250.0,23888889.0,43000000.0
"De Park Heliconia, BSD, Tangerang Selatan, Banten",1,4.0,4.0,350.0,27006173.0,87500000.0
"Sutera Lavender, Alam Sutera, Tangerang Selatan, Banten",0,3.0,2.0,200.0,17718447.0,73000000.0
"De Park Cajuputi BSD, BSD, Tangerang Selatan, Banten",1,4.0,4.0,375.0,23333333.0,105000000.0
"BSD City, BSD, Tangerang Selatan, Banten",1,3.0,3.0,116.0,26530704.0,26000090.11
"Sutera Telaga Biru, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,350.0,22619048.0,95000000.0
"Provence Parkland, BSD, Tangerang Selatan, Banten",1,3.0,3.0,220.0,17283951.0,28000000.0
"Azalea, Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,131.0,12890625.0,33000000.0
"Griya Loka BSD, BSD, Tangerang Selatan, Banten",1,4.0,4.0,200.0,9765625.0,37500000.0
"Sutera Onyx, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,540.0,33043478.0,76000000.0
"Sutera Onyx, Alam Sutera, Tangerang Selatan, Banten",0,5.0,5.0,700.0,31333333.0,94000000.0
"Sutera Feronia, Alam Sutera, Tangerang Selatan, Banten",0,3.0,2.0,125.0,22549020.0,23000000.0
"Menagio, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,206.0,19705882.0,33500000.0
"Sutera Aurora, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,300.0,20238095.0,85000000.0
"Terace Golf, BSD, Tangerang Selatan, Banten",1,5.0,4.0,780.0,30172414.0,175000000.0
"Sutera Cemara, Alam Sutera, Tangerang Selatan, Banten",0,5.0,3.0,320.0,18750000.0,45000000.0
"Jl Alam Sutera Boulevard Alam Sutera, Serpong Utara, Serpong Utara, Tangerang Selatan, Banten",14,3.0,3.0,180.0,22500000.0,45000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,4.0,290.0,21590909.0,57000000.0
"BSD, Tangerang Selatan, Banten",1,6.0,6.0,968.0,28248588.0,200000000.0
"Kencana Loka, BSD, Tangerang Selatan, Banten",1,3.0,3.0,200.0,12800000.0,32000000.0
"Jl Alam Sutera Boulevard Alam Sutera, Serpong Utara, Serpong Utara, Tangerang Selatan, Banten",14,3.0,3.0,159.0,19000000.0,38000000.0
"Flaminggo timur, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,163.0,19075145.0,33000000.0
"Flaminggo, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,173.0,20245399.0,33000000.0
"Latinos, BSD, Tangerang Selatan, Banten",1,4.0,3.0,150.0,19444444.0,28000000.0
"Sektor 1, Gading Serpong, Tangerang Selatan, Banten",8,5.0,4.0,394.0,11619718.0,49500000.0
"Jalan Sula, BSD, Tangerang Selatan, Banten",1,3.0,2.0,100.0,11666667.0,17500000.0
"Melati mas, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,150.0,10000000.0,18000000.0
"Puspita Loka, BSD, Tangerang Selatan, Banten",1,5.0,5.0,600.0,15444015.0,80000000.0
"Sutera Mentari, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,310.0,24285714.0,85000000.0
"Giri loka, BSD, Tangerang Selatan, Banten",1,4.0,3.0,250.0,9345794.0,40000000.0
"Azura, BSD, Tangerang Selatan, Banten",1,3.0,2.0,80.0,23376623.0,18000000.0
"Puspita Loka, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,100.0,18214286.0,25500000.0
"Puspita Loka, BSD, Tangerang Selatan, Banten",1,3.0,2.0,120.0,15277778.0,27500000.0
"Telaga Golf, BSD, Tangerang Selatan, Banten",1,6.0,7.0,800.0,24068323.0,155000000.0
"Residence one, BSD, Tangerang Selatan, Banten",1,4.0,3.0,120.0,19444444.0,17500000.0
"Jl BSD, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,220.0,16458333.0,39500000.0
"Kencana Loka, BSD, Tangerang Selatan, Banten",1,4.0,3.0,220.0,21851852.0,29500000.0
"Nusa Loka, BSD, Tangerang Selatan, Banten",1,3.0,2.0,130.0,20408163.0,20000000.0
"Sutera Orlanda, Alam Sutera, Tangerang Selatan, Banten",0,4.0,3.0,247.0,21666667.0,65000000.0
"Menteng utama, Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,900.0,27500000.0,165000000.0
"Sutera Cemara, Alam Sutera, Tangerang Selatan, Banten",0,4.0,3.0,200.0,16250000.0,39000000.0
"Foresta bdf, BSD, Tangerang Selatan, Banten",1,3.0,2.0,160.0,24553571.0,27500000.0
"Sutera pelangi, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,350.0,20238095.0,85000000.0
"Serpong Utara, Tangerang Selatan, Banten",14,5.0,4.0,180.0,20000000.0,24000000.0
"Greenwich Hyland, BSD, Tangerang Selatan, Banten",1,3.0,2.0,70.0,20454545.0,15750000.0
"De park frangipani, BSD, Tangerang Selatan, Banten",1,3.0,3.0,185.0,19318182.0,42500000.0
"Samara vilage, Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,130.0,24687500.0,19750000.0
"Icon caspia, BSD, Tangerang Selatan, Banten",1,3.0,2.0,73.0,16071429.0,18000000.0
"Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,90.0,14110429.0,23000000.0
"Cidokom gunung sindur, BSD, Tangerang Selatan, Banten",1,2.0,1.0,40.0,35000.0,
"Latinos bahamas, BSD, Tangerang Selatan, Banten",1,4.0,4.0,527.0,22675737.0,100000000.0
"Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,240.0,18333333.0,55000000.0
"Sektor 6A, Gading Serpong, Tangerang Selatan, Banten",8,2.0,1.0,45.0,13680556.0,
"Foresta, BSD, Tangerang Selatan, Banten",1,6.0,6.0,96.0,19047619.0,16000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,155.0,27439024.0,45000000.0
"Perumahan Bukit Dago Cluster Ambassador, Setu, Tangerang Selatan, Banten",16,2.0,1.0,42.0,11089744.0,
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,88.0,14743590.0,11500000.0
"Sutera Tiara, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,245.0,23750000.0,57000000.0
"Icon Cosmo, BSD, Tangerang Selatan, Banten",1,5.0,4.0,356.0,28110599.0,61000000.0
"Regentown, BSD, Tangerang Selatan, Banten",1,3.0,3.0,100.0,25000000.0,21000000.0
"San Lorenzo, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,234.0,21604938.0,35000000.0
"Jl Bratasena, Pamulang, Tangerang Selatan, Banten, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,40.0,83333.0,
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,200.0,14722222.0,26500000.0
"Bintaro, Tangerang Selatan, Banten",2,6.0,6.0,300.0,23137255.0,59000000.0
"Rumah Gading Serpong cluster Pascal tangsel, Gading Serpong, Tangerang Selatan, Banten",8,5.0,4.0,168.0,25000000.0,45000000.0
"Jl Bratasena, Pamulang, Tangerang Selatan, Banten, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,40.0,83333.0,
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,210.0,20000000.0,33000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,180.0,20486111.0,29500000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,54.0,15909091.0,10500000.0
"Cihuni, Kec. Pagedangan, Tangerang, Banten 15332, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,132.0,26089286.0,29220000.0
"Pisangan, Kec. Ciputat Tim, Kota Tangerang Selatan, Serpong, Tangerang Selatan, Banten",13,5.0,3.0,250.0,5813953.0,35000000.0
"Jl BSD, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,300.0,10775862.0,50000000.0
"Jl. Ciwaru Tenjo Tangerang, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,37.0,3560606.0,
"BSD, Tangerang Selatan, Banten",1,4.0,4.0,441.0,55326087.0,152700000.0
"BSD, Tangerang Selatan, Banten",1,3.0,3.0,370.0,95445217.0,219524000.0
"Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,400.0,39344262.0,120000000.0
"Bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,8.0,4.0,426.0,21806854.0,140000000.0
"Pondok aren Jurangmangu, Pondok Aren, Tangerang Selatan, Banten",12,4.0,3.0,150.0,17326733.0,35000000.0
"Sektor 5 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,120.0,11880165.0,28750000.0
"Amarine, BSD, Tangerang Selatan, Banten",1,2.0,2.0,68.0,25000000.0,15000000.0
"Buenos park, BSD, Tangerang Selatan, Banten",1,2.0,2.0,69.0,16666667.0,16000000.0
"BSD CIty, BSD, Tangerang Selatan, Banten",1,3.0,2.0,70.0,20779221.0,16000000.0
"Jl. Elang Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,250.0,12500000.0,65000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,3.0,120.0,14666667.0,33000000.0
"Kebayoran Garden, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,218.0,23897059.0,48750000.0
"Sektor 5 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,200.0,20000000.0,24000000.0
"Jl Mertilang, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,142.0,13888889.0,25000000.0
"Jl Bratasena, Pamulang, Tangerang Selatan, Banten, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,40.0,83333.0,
"Cluster Bukit Golf Terrace, Serpong, Tangerang Selatan, Banten",13,5.0,6.0,900.0,19103774.0,162000000.0
"Graha Raya, Serpong Utara, Tangerang Selatan, Banten",14,2.0,2.0,58.0,20512821.0,16000000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,5.0,500.0,17857143.0,250000000.0
"Puspita Loka, BSD, Tangerang Selatan, Banten",1,4.0,3.0,240.0,12345679.0,30000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,65.0,11666667.0,
"Permata Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,220.0,20571429.0,36000000.0
"Pondok Aren, Pondok Aren, Tangerang Selatan, Banten",12,2.0,2.0,80.0,20000000.0,12000000.0
"Camar Sektor 3 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,250.0,15185185.0,41000000.0
"Gading Serpong kelapa dua Tangerang Selatan, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,75.0,16111111.0,14500000.0
"Sektor 4 Bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,250.0,17777778.0,32000000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,89.0,17757009.0,19000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,67.0,25000000.0,15000000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,80.0,16990291.0,35000000.0
"Jl Tekukur, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,314.0,14062500.0,36000000.0
"Ciputat, Tangerang Selatan, Banten",6,4.0,4.0,120.0,21186441.0,25000000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,10.0,10.0,200.0,22058824.0,45000000.0
"Komp Ubud Cirendeu, Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,124.0,14516129.0,18000000.0
"U House Bintaro, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,33.0,16666667.0,16000000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,3.0,5.0,260.0,25477707.0,40000000.0
"Jln.keaadaran, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,50.0,950000.0,
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,240.0,23333333.0,35000000.0
"Sektor 7 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,6.0,6.0,500.0,27681661.0,80000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,150.0,20486111.0,29500000.0
"Discovery, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,160.0,31666667.0,57000000.0
"Jl lele pamulang Tangerang selatan, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,66.0,11666667.0,
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,250.0,32085561.0,60000000.0
"Jl Rempoa, Bintaro, Ciputat Timur, Tangerang Selatan, Banten",7,5.0,4.0,300.0,18115942.0,50000000.0
"PJJ5+2J Medang, Kabupaten Tangerang, Banten, BSD, Tangerang Selatan, Banten",1,3.0,2.0,92.0,28571429.0,24000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,4.0,160.0,18055556.0,32500000.0
"Ciputat, Tangerang Selatan, Banten",6,4.0,4.0,150.0,10886076.0,43000000.0
"Serpong Utara, Tangerang Selatan, Banten",14,3.0,2.0,150.0,375000.0,
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,400.0,18888889.0,85000000.0
"bintaro sektor 5, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,160.0,22857143.0,32000000.0
"Jl. Raya Grand Boulevard, BSD CIty, BSD, Tangerang Selatan, Banten",1,4.0,4.0,285.0,44318182.0,97500000.0
"Graha Raya Bintaro, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,80.0,19421488.0,23500000.0
"kampung utan, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,260.0,17985612.0,25000000.0
"Puspita loka BSD, BSD, Tangerang Selatan, Banten",1,5.0,3.0,240.0,16417910.0,55000000.0
"Cluster Assana, BSD, Tangerang Selatan, Banten",1,2.0,2.0,78.0,25833333.0,15500000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,450.0,22857143.0,80000000.0
"Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,75.0,17222222.0,15500000.0
"Bintaro Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,500.0,29209622.0,85000000.0
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,100.0,27083333.0,32500000.0
"permata bintaro, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,89.0,17757009.0,19000000.0
"Lesbelles Serpong BSD Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,5.0,5.0,330.0,19166667.0,57500000.0
"Lengkong Wetan, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,112.0,15000000.0,15000000.0
"Discovery Cielo, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,185.0,23846154.0,46500000.0
"BSD, Tangerang Selatan, Banten",1,1.0,2.0,235.0,19215686.0,49000000.0
"Jl Graha Raya, Pakujaya, Serpong Utara, Serpong Utara, Tangerang Selatan, Banten",14,2.0,2.0,50.0,12686567.0,
"Alam Sutera Tangerang Selatan, Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,120.0,39215686.0,40000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,190.0,21484375.0,27500000.0
"Discovery Conserva Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,177.0,24102564.0,47000000.0
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,129.0,22147651.0,33000000.0
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,41.0,15277778.0,11000000.0
"bintaro sektor 3a, Bintaro, Tangerang Selatan, Banten",2,3.0,1.0,115.0,11744966.0,35000000.0
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,200.0,15137615.0,33000000.0
"Cluster allegria, BSD, Tangerang Selatan, Banten",1,4.0,3.0,110.0,21428571.0,22500000.0
"jl.kihajar dewantara., Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,90.0,14843750.0,14250000.0
"Jl.H.usa putat nutug ciseeng, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,40.0,5416667.0,
"., BSD, Tangerang Selatan, Banten",1,2.0,2.0,150.0,9533333.0,
"Jl.H.usa putat nutug ciseeng, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,50.0,5777778.0,
"Jl.Kihajar dewantoro kp.sawah lama ciputat tangsel, Ciputat, Tangerang Selatan, Banten",6,2.0,3.0,90.0,15025806.0,13974000.0
"jl.kihajar dewantara., Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,90.0,14760417.0,14170000.0
"Jl.H.usa putat nutug Ciseeng, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,50.0,5777778.0,
"jl.kihajar dewantara., Bintaro, Tangerang Selatan, Banten",2,3.0,1.0,50.0,11869048.0,
"jl.kihajar dewantara., Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,90.0,15000000.0,14100000.0
". Jl. KH. Dewantara Kp. Sawah Lama, Ciputat, Tangerang Selatan, Banten",6,4.0,4.0,100.0,16428571.0,16100000.000000002
"jl.kihajar dewantara., Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,90.0,15215054.0,14150000.0
"Jl.H.usa putat nutug ciseeng, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,50.0,5777778.0,
"Jl. Raya Grand Boulevard, BSD CIty, BSD, Tangerang Selatan, Banten",1,3.0,3.0,285.0,37727273.0,83000000.0
"Jl.H.usa putat nutug ciseeng, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,50.0,6077778.0,
"., BSD, Tangerang Selatan, Banten",1,2.0,1.0,50.0,6066667.0,
"jl.kihajar dewantara., Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,90.0,15138298.0,14230000.0
"., Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,50.0,5777778.0,
"jl.kihajar dewantara., Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,90.0,14285714.0,14000000.0
"Jl.Kihajar dewantoro kp.sawah lama ciputat tangsel, Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,90.0,15074468.0,14170000.0
"Jl.kihajar dewantoro kp.sawah lama ciputat tangsel, Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,90.0,14608247.0,14170000.0
"., Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,50.0,6111111.0,
".c, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,50.0,6111111.0,
"., Serpong, Tangerang Selatan, Banten",13,2.0,1.0,50.0,6066667.0,
"., Ciputat, Tangerang Selatan, Banten",6,2.0,2.0,150.0,9466667.0,
"jl.kihajar dewantara., Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,90.0,14968085.0,14070000.0
"., BSD, Tangerang Selatan, Banten",1,2.0,1.0,40.0,5416667.0,
"Jl.H.usa putat nutug ciseeng, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,50.0,5777778.0,
"., Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,50.0,6055556.0,
"Jl.H.usa putat nutug ciseeng, Ciputat Timur, Tangerang Selatan, Banten",7,2.0,1.0,50.0,6088889.0,
"Cluster Precia Eminent, BSD, Tangerang Selatan, Banten",1,4.0,4.0,171.0,25925926.0,35000000.0
"Cluster Whelford, BSD, Tangerang Selatan, Banten",1,5.0,4.0,125.0,23214286.0,19500000.0
"Jl H.usa, BSD, Tangerang Selatan, Banten",1,2.0,1.0,50.0,6072222.0,
"Jl H.usa, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,51.0,6083333.0,
"Jl H.usa, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,36.0,7275000.0,
"Jl H.usa, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,50.0,6088889.0,
"., BSD, Tangerang Selatan, Banten",1,2.0,1.0,50.0,5388889.0,
"Jl H.usa, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,51.0,6074444.0,
"Jl.raya parung, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,39.0,11500000.0,
"., Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,40.0,5476190.0,
"., Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,40.0,5416667.0,
